id,date_account_created,date_account_created_Q,timestamp_first_active,date_first_booking,date_first_booking_Q,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
0lviui7r93,12/12/2010,Q4,2.01E+13,12/12/2010,Q4,-unknown-,63,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
9rhgalau7g,12/12/2010,Q4,2.01E+13,12/13/2010,Q4,-unknown-,40,basic,3,zh,other,craigslist,untracked,Web,Mac Desktop,Firefox,US
2upo50hrt5,12/12/2010,Q4,2.01E+13,,Q1,FEMALE,31,basic,3,en,seo,google,untracked,Web,Mac Desktop,Chrome,NDF
kv27p2x2i8,12/12/2010,Q4,2.01E+13,12/13/2010,Q4,FEMALE,33,basic,3,en,seo,google,untracked,Web,Windows Desktop,Chrome,GB
dww74m6sk3,12/12/2010,Q4,2.01E+13,2/2/2011,Q1,MALE,32,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
gasdd040y5,12/12/2010,Q4,2.01E+13,12/20/2010,Q4,FEMALE,28,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
2g184pgovu,12/12/2010,Q4,2.01E+13,12/14/2010,Q4,FEMALE,40,basic,2,en,content,google,untracked,Web,Windows Desktop,IE,US
uga040ge24,12/13/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
0llk48mlef,12/13/2010,Q4,2.01E+13,,Q1,FEMALE,36,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
hfckinfs9o,12/13/2010,Q4,2.01E+13,,Q1,MALE,28,facebook,2,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,NDF
lmpajp9h5a,12/13/2010,Q4,2.01E+13,12/13/2010,Q4,MALE,35,basic,3,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,US
snnmhc3qjr,12/13/2010,Q4,2.01E+13,12/13/2010,Q4,MALE,40,basic,3,en,seo,google,untracked,Web,Mac Desktop,Chrome,US
c5fch31h6r,12/14/2010,Q4,2.01E+13,12/16/2010,Q4,FEMALE,47,basic,2,en,seo,google,untracked,Web,Mac Desktop,Firefox,US
ohwdx7eavk,12/14/2010,Q4,2.01E+13,1/25/2011,Q1,FEMALE,37,facebook,2,en,sem-non-brand,vast,untracked,Web,Windows Desktop,IE,other
uv5he1mksz,12/14/2010,Q4,2.01E+13,,Q1,FEMALE,23,facebook,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
bg90g9yqst,12/14/2010,Q4,2.01E+13,12/14/2010,Q4,-unknown-,40,basic,3,en,other,craigslist,untracked,Web,Windows Desktop,Firefox,US
yn3zo5aovc,12/14/2010,Q4,2.01E+13,10/12/2011,Q4,-unknown-,34,basic,3,en,other,craigslist,untracked,Web,iPhone,-unknown-,US
i5b8052zr2,12/14/2010,Q4,2.01E+13,4/16/2011,Q2,-unknown-,40,facebook,2,en,sem-brand,google,untracked,Web,iPad,Mobile Safari,IT
3qk3rs91if,12/14/2010,Q4,2.01E+13,3/12/2011,Q1,FEMALE,33,basic,2,en,seo,google,untracked,Web,Mac Desktop,Safari,other
ccxx3074xu,12/14/2010,Q4,2.01E+13,4/21/2011,Q2,FEMALE,38,basic,1,en,direct,direct,linked,Web,Windows Desktop,IE,US
7ds5fsmk3x,12/15/2010,Q4,2.01E+13,,Q1,MALE,54,facebook,2,en,other,craigslist,omg,Web,Mac Desktop,Safari,NDF
kkfa80noq4,12/15/2010,Q4,2.01E+13,12/16/2010,Q4,FEMALE,105,basic,2,en,other,craigslist,untracked,Web,iPhone,Mobile Safari,US
a93z46xmpo,12/15/2010,Q4,2.01E+13,1/28/2011,Q1,FEMALE,18,basic,1,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
5dp53c428e,12/15/2010,Q4,2.01E+13,,Q1,MALE,27,facebook,2,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
qg2p3l847j,12/15/2010,Q4,2.01E+13,,Q1,FEMALE,107,basic,2,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,NDF
29loc3g7k6,12/15/2010,Q4,2.01E+13,7/25/2011,Q3,FEMALE,24,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
65fmuv8f0e,12/15/2010,Q4,2.01E+13,12/16/2010,Q4,-unknown-,40,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
4fsu6rnwy7,12/15/2010,Q4,2.01E+13,,Q1,MALE,53,facebook,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
5fcga064rj,12/15/2010,Q4,2.01E+13,,Q1,FEMALE,34,facebook,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
vuw74kjehm,12/15/2010,Q4,2.01E+13,1/14/2011,Q1,-unknown-,40,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
o4kmjchbex,12/15/2010,Q4,2.01E+13,12/21/2010,Q4,FEMALE,58,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
8x57ljt3oe,12/15/2010,Q4,2.01E+13,8/5/2011,Q3,MALE,30,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
62zmd7j7p1,12/15/2010,Q4,2.01E+13,12/16/2010,Q4,FEMALE,56,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,FR
9q0raqlumu,12/16/2010,Q4,2.01E+13,12/17/2010,Q4,-unknown-,40,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
u7dsjt445v,12/16/2010,Q4,2.01E+13,,Q1,-unknown-,34,facebook,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
7ir0a659el,12/16/2010,Q4,2.01E+13,,Q1,MALE,33,facebook,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
5tsf8tgdke,12/16/2010,Q4,2.01E+13,,Q1,-unknown-,44,facebook,2,en,direct,direct,tracked-other,Web,Windows Desktop,Chrome,NDF
1ffysmogun,12/16/2010,Q4,2.01E+13,,Q1,FEMALE,45,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
a1bn3qhgrt,12/16/2010,Q4,2.01E+13,12/30/2010,Q4,-unknown-,18,basic,2,en,direct,direct,linked,Web,iPad,Mobile Safari,FR
bbbjdxm83p,12/16/2010,Q4,2.01E+13,6/23/2011,Q2,-unknown-,40,basic,2,en,seo,google,linked,Web,Mac Desktop,Chrome,DE
gd3dcpd3zt,12/16/2010,Q4,2.01E+13,,Q1,-unknown-,32,basic,0,en,content,google,,Web,Other/Unknown,-unknown-,NDF
c2686mh4iy,12/16/2010,Q4,2.01E+13,12/16/2010,Q4,-unknown-,40,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
lp1ddk7ps2,12/17/2010,Q4,2.01E+13,,Q1,MALE,78,basic,2,en,sem-brand,google,untracked,Web,Windows Desktop,IE,NDF
wwnrmxsv00,12/17/2010,Q4,2.01E+13,,Q1,FEMALE,34,facebook,3,en,other,craigslist,linked,Web,Windows Desktop,Chrome,NDF
o93hy4o3n1,12/17/2010,Q4,2.01E+13,12/17/2010,Q4,-unknown-,40,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
cxdfuoq11g,12/17/2010,Q4,2.01E+13,,Q1,-unknown-,34,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
cc1y25uedx,12/17/2010,Q4,2.01E+13,,Q1,MALE,28,basic,2,en,seo,google,linked,Web,Mac Desktop,Chrome,NDF
3un2wmq1j6,12/17/2010,Q4,2.01E+13,12/18/2010,Q4,FEMALE,36,basic,2,en,seo,google,untracked,Web,Mac Desktop,Chrome,US
rts5dwlhu3,12/17/2010,Q4,2.01E+13,12/18/2010,Q4,-unknown-,63,facebook,2,en,sem-non-brand,google,linked,Web,Mac Desktop,Safari,US
y5mkj8x5a7,12/17/2010,Q4,2.01E+13,,Q1,-unknown-,31,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
humqf3g97r,12/18/2010,Q4,2.01E+13,1/3/2011,Q1,MALE,42,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US
hegu44vxoz,12/18/2010,Q4,2.01E+13,,Q1,FEMALE,26,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
us5okamzk2,12/18/2010,Q4,2.01E+13,12/20/2010,Q4,FEMALE,40,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
h1jlw9d2g2,12/18/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
hw9ah6ape6,12/18/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,3,zh,other,craigslist,linked,Web,Windows Desktop,Chrome,NDF
nefah735a9,12/18/2010,Q4,2.01E+13,12/20/2010,Q4,FEMALE,40,facebook,3,en,seo,google,,Web,Other/Unknown,-unknown-,US
o7mijm8l87,12/18/2010,Q4,2.01E+13,12/19/2010,Q4,-unknown-,40,basic,3,en,direct,direct,untracked,Web,Windows Desktop,IE,FR
eeiscblffd,12/18/2010,Q4,2.01E+13,6/21/2011,Q2,FEMALE,55,basic,2,en,other,craigslist,untracked,Web,Windows Desktop,Firefox,CA
8k0tqhwfhx,12/18/2010,Q4,2.01E+13,,Q1,MALE,25,basic,2,en,other,craigslist,linked,Web,Mac Desktop,Chrome,NDF
rea81pxn4n,12/18/2010,Q4,2.01E+13,,Q1,MALE,32,facebook,2,en,direct,direct,untracked,Web,iPhone,-unknown-,NDF
gg4qnw77sf,12/18/2010,Q4,2.01E+13,1/6/2011,Q1,FEMALE,48,basic,2,en,other,craigslist,untracked,Web,iPad,Mobile Safari,US
16foydmtlj,12/19/2010,Q4,2.01E+13,12/19/2010,Q4,-unknown-,40,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
1a5dv9h6cd,12/19/2010,Q4,2.01E+13,12/24/2010,Q4,FEMALE,25,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
xjpu5849t5,12/19/2010,Q4,2.01E+13,,Q1,FEMALE,29,facebook,3,es,sem-non-brand,google,linked,Web,iPad,Mobile Safari,NDF
rzjdnljj1x,12/19/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
1aelzmxln8,12/20/2010,Q4,2.01E+13,12/22/2010,Q4,FEMALE,36,facebook,2,en,direct,direct,untracked,Web,iPhone,Mobile Safari,US
r3e8gkdey1,12/20/2010,Q4,2.01E+13,12/30/2010,Q4,-unknown-,40,facebook,2,en,other,craigslist,untracked,Web,Mac Desktop,Safari,US
y25jiwwtum,12/20/2010,Q4,2.01E+13,12/21/2010,Q4,-unknown-,40,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
dkbj0szuap,12/20/2010,Q4,2.01E+13,12/20/2010,Q4,FEMALE,35,facebook,0,en,direct,direct,tracked-other,Web,Mac Desktop,Chrome,US
aazmklcc6e,12/20/2010,Q4,2.01E+13,,Q1,-unknown-,38,facebook,2,en,other,craigslist,untracked,Web,Windows Desktop,IE,NDF
hcbsm4tcnf,12/20/2010,Q4,2.01E+13,12/20/2010,Q4,FEMALE,19,basic,3,es,direct,direct,untracked,Web,Mac Desktop,Chrome,US
6pg03goo5c,12/20/2010,Q4,2.01E+13,12/20/2010,Q4,-unknown-,19,basic,3,en,seo,google,untracked,Web,Windows Desktop,Firefox,US
h7b1f1j4p8,12/20/2010,Q4,2.01E+13,12/20/2010,Q4,-unknown-,42,basic,3,en,other,craigslist,linked,Web,iPad,Mobile Safari,US
vts766xjss,12/20/2010,Q4,2.01E+13,12/21/2010,Q4,-unknown-,40,basic,2,en,other,craigslist,linked,Web,Mac Desktop,Firefox,US
q1tn7d2egx,12/20/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,3,en,sem-brand,google,,Web,Other/Unknown,-unknown-,NDF
cxqwmjwfin,12/20/2010,Q4,2.01E+13,12/20/2010,Q4,FEMALE,39,basic,3,en,direct,direct,tracked-other,Web,Mac Desktop,Firefox,US
031bz36x8r,12/20/2010,Q4,2.01E+13,12/27/2010,Q4,MALE,29,basic,3,en,seo,google,omg,Web,Mac Desktop,Safari,ES
3qcwlx5tny,12/20/2010,Q4,2.01E+13,,Q1,FEMALE,46,facebook,2,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
g8zbp9gc8p,12/21/2010,Q4,2.01E+13,12/27/2010,Q4,-unknown-,35,basic,0,en,seo,google,untracked,Web,Mac Desktop,Safari,US
x4t6dvufim,12/21/2010,Q4,2.01E+13,,Q1,MALE,36,facebook,2,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
tpo4k97vbe,12/21/2010,Q4,2.01E+13,,Q1,-unknown-,28,basic,0,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
hkox2nxbtu,12/21/2010,Q4,2.01E+13,,Q1,-unknown-,31,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
dmcdr5aqfz,12/21/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
kd21y8hnve,12/21/2010,Q4,2.01E+13,,Q1,MALE,50,facebook,2,en,sem-brand,google,,Web,Other/Unknown,-unknown-,NDF
wfcmee515a,12/21/2010,Q4,2.01E+13,,Q1,FEMALE,36,basic,2,en,sem-non-brand,vast,linked,Web,Mac Desktop,Chrome,NDF
k8rxtgcexn,12/22/2010,Q4,2.01E+13,1/5/2011,Q1,-unknown-,40,basic,0,en,sem-non-brand,google,linked,Web,Windows Desktop,Chrome,US
xwma2bujst,12/22/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,6,en,direct,other,,Web,Other/Unknown,-unknown-,NDF
a8tnac7p5l,12/22/2010,Q4,2.01E+13,12/22/2010,Q4,MALE,33,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,other
0u5p8nhz0k,12/22/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,3,zh,sem-non-brand,other,,Web,Other/Unknown,-unknown-,NDF
sljo5zb0vo,12/22/2010,Q4,2.01E+13,12/22/2010,Q4,-unknown-,40,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
whwp86wba7,12/22/2010,Q4,2.01E+13,,Q1,MALE,41,facebook,2,it,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
o9ttl2h5jb,12/22/2010,Q4,2.01E+13,12/22/2010,Q4,FEMALE,27,facebook,2,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,US
5946e7179r,12/22/2010,Q4,2.01E+13,12/23/2010,Q4,FEMALE,33,basic,0,en,direct,direct,tracked-other,Web,Mac Desktop,Chrome,US
1mdb6mk50q,12/22/2010,Q4,2.01E+13,12/23/2010,Q4,-unknown-,40,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
yyb0qtlmzy,12/22/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
1ni6ljseyc,12/22/2010,Q4,2.01E+13,,Q1,-unknown-,54,facebook,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
5nywy4c2aa,12/23/2010,Q4,2.01E+13,12/23/2010,Q4,-unknown-,40,basic,3,en,seo,google,,Web,Other/Unknown,-unknown-,US
t42crf6ru6,12/23/2010,Q4,2.01E+13,,Q1,-unknown-,30,basic,3,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF
hrsal7hibt,12/23/2010,Q4,2.01E+13,,Q1,FEMALE,34,facebook,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
m2n7pfo94q,12/23/2010,Q4,2.01E+13,,Q1,MALE,31,facebook,2,en,seo,google,untracked,Web,Windows Desktop,Chrome,NDF
w2rikqjp9e,12/23/2010,Q4,2.01E+13,12/31/2010,Q4,FEMALE,33,basic,0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,GB
nyuvzuxm15,12/23/2010,Q4,2.01E+13,12/26/2010,Q4,FEMALE,40,basic,2,en,seo,google,,Web,Other/Unknown,-unknown-,AU
3bot8b2owj,12/23/2010,Q4,2.01E+13,12/23/2010,Q4,-unknown-,40,basic,3,zh,sem-non-brand,other,untracked,Web,iPhone,-unknown-,US
6ylf7s0ydb,12/23/2010,Q4,2.01E+13,12/23/2010,Q4,MALE,30,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US
96ho5nvr3w,12/23/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,3,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
1gb2odvbmv,12/23/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
pavjsvsjr5,12/23/2010,Q4,2.01E+13,12/25/2010,Q4,-unknown-,40,basic,2,en,sem-non-brand,google,linked,Web,Mac Desktop,Firefox,US
udcohynub6,12/24/2010,Q4,2.01E+13,,Q1,-unknown-,19,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
seaby4bch2,12/24/2010,Q4,2.01E+13,12/25/2010,Q4,-unknown-,40,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Chrome,FR
famj8indc4,12/24/2010,Q4,2.01E+13,,Q1,FEMALE,47,facebook,2,en,sem-non-brand,vast,,Web,Other/Unknown,-unknown-,NDF
n6crqjnt3l,12/25/2010,Q4,2.01E+13,12/25/2010,Q4,-unknown-,40,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
8rdztei9q0,12/25/2010,Q4,2.01E+13,12/25/2010,Q4,-unknown-,40,basic,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
0qbxayikf9,12/25/2010,Q4,2.01E+13,12/25/2010,Q4,-unknown-,40,basic,6,en,direct,other,,Web,Other/Unknown,-unknown-,US
onfy6dx7u1,12/25/2010,Q4,2.01E+13,12/28/2010,Q4,-unknown-,40,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
jdm9qn5yd1,12/26/2010,Q4,2.01E+13,1/3/2011,Q1,FEMALE,26,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,other
gd1diyza8u,12/26/2010,Q4,2.01E+13,,Q1,FEMALE,34,basic,2,en,direct,direct,omg,Web,Mac Desktop,Chrome,NDF
ke90vipinh,12/26/2010,Q4,2.01E+13,12/27/2010,Q4,FEMALE,38,facebook,2,en,other,craigslist,untracked,Web,Windows Desktop,Firefox,US
90sz70mr3v,12/27/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,6,en,direct,other,,Web,Other/Unknown,-unknown-,NDF
3xybr245dd,12/27/2010,Q4,2.01E+13,,Q1,-unknown-,33,facebook,2,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
pc3tsx6sgn,12/27/2010,Q4,2.01E+13,1/11/2011,Q1,-unknown-,40,basic,2,en,direct,direct,untracked,Web,iPhone,-unknown-,US
1mej0uyoxv,12/27/2010,Q4,2.01E+13,,Q1,MALE,40,facebook,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
vfx6wc1bl6,12/27/2010,Q4,2.01E+13,12/28/2010,Q4,FEMALE,35,basic,2,en,direct,direct,linked,Web,Mac Desktop,Safari,other
6n2lewcvtq,12/27/2010,Q4,2.01E+13,,Q1,MALE,40,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,NDF
cjh22emz1p,12/27/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
iwl0lrn4se,12/27/2010,Q4,2.01E+13,,Q1,FEMALE,40,basic,3,en,direct,direct,untracked,Web,iPhone,Mobile Safari,NDF
rxujzuvimh,12/27/2010,Q4,2.01E+13,12/30/2010,Q4,FEMALE,26,facebook,2,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,US
fk2t5iqj9l,12/28/2010,Q4,2.01E+13,1/26/2011,Q1,FEMALE,29,basic,2,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US
jratywsq4t,12/28/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
rwg952h2im,12/28/2010,Q4,2.01E+13,12/30/2010,Q4,-unknown-,26,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
2a9gpu8iog,12/28/2010,Q4,2.01E+13,12/30/2010,Q4,FEMALE,42,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,US
1xly75zew0,12/28/2010,Q4,2.01E+13,,Q1,MALE,41,basic,0,en,sem-non-brand,google,linked,Web,Windows Desktop,Chrome,NDF
ff285pnxmv,12/28/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,2,en,direct,direct,omg,Web,Mac Desktop,Firefox,NDF
wdlnogjs1k,12/28/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
4yptc2cl8h,12/28/2010,Q4,2.01E+13,12/29/2010,Q4,-unknown-,54,basic,2,en,sem-non-brand,google,linked,Web,Mac Desktop,Safari,US
q6x8mqus0f,12/28/2010,Q4,2.01E+13,12/29/2010,Q4,MALE,42,basic,2,en,seo,google,untracked,Web,Windows Desktop,Firefox,NL
ev8eu61vf0,12/28/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
0lfbqrvrar,12/28/2010,Q4,2.01E+13,,Q1,-unknown-,36,facebook,2,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF
d277ao7l4y,12/28/2010,Q4,2.01E+13,12/28/2010,Q4,-unknown-,40,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
hkrksstj7b,12/28/2010,Q4,2.01E+13,12/29/2010,Q4,MALE,44,basic,6,en,direct,other,omg,Web,Windows Desktop,Chrome,US
o8vx5973lt,12/28/2010,Q4,2.01E+13,1/6/2011,Q1,-unknown-,40,basic,0,en,seo,google,,Web,Other/Unknown,-unknown-,US
5yjqo6frba,12/29/2010,Q4,2.01E+13,1/1/2011,Q1,-unknown-,25,basic,2,en,direct,direct,linked,Web,Mac Desktop,Chrome,IT
n8yja0pjlp,12/29/2010,Q4,2.01E+13,12/30/2010,Q4,FEMALE,40,basic,2,en,direct,direct,linked,Web,Mac Desktop,Safari,US
34tpc91y6j,12/29/2010,Q4,2.01E+13,9/29/2011,Q3,MALE,105,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
dmoe0xwof3,12/29/2010,Q4,2.01E+13,12/29/2010,Q4,MALE,32,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US
vheixygfha,12/29/2010,Q4,2.01E+13,,Q1,FEMALE,27,facebook,2,fr,other,craigslist,omg,Web,Mac Desktop,Safari,NDF
eo1rasrflr,12/29/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
uy22vk9rf0,12/29/2010,Q4,2.01E+13,,Q1,-unknown-,28,facebook,2,es,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
qjpuj6v8l8,12/29/2010,Q4,2.01E+13,12/29/2010,Q4,FEMALE,36,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Firefox,US
738lt38opl,12/29/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
yaxyhmiigs,12/29/2010,Q4,2.01E+13,,Q1,MALE,32,facebook,3,en,sem-non-brand,vast,untracked,Web,Mac Desktop,Chrome,NDF
67qxrgk9gz,12/30/2010,Q4,2.01E+13,12/30/2010,Q4,-unknown-,40,basic,0,en,other,craigslist,untracked,Web,Mac Desktop,Safari,US
5j7zqy95tb,12/30/2010,Q4,2.01E+13,12/30/2010,Q4,-unknown-,31,basic,3,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
1gd42yka42,12/30/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,2,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,NDF
ar01jebyht,12/30/2010,Q4,2.01E+13,,Q1,FEMALE,54,facebook,2,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,NDF
layzffk25z,12/30/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
j3up235nfu,12/30/2010,Q4,2.01E+13,12/30/2010,Q4,-unknown-,40,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,FR
vm3a8o6coi,12/30/2010,Q4,2.01E+13,,Q1,-unknown-,40,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
78e94g1avo,12/30/2010,Q4,2.01E+13,,Q1,MALE,62,basic,2,en,direct,direct,untracked,Web,Other/Unknown,-unknown-,NDF
a8b8ot454r,12/30/2010,Q4,2.01E+13,1/5/2011,Q1,-unknown-,41,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,other
am5qsakvo8,12/30/2010,Q4,2.01E+13,3/7/2011,Q1,-unknown-,40,basic,2,en,sem-non-brand,vast,,Web,Other/Unknown,-unknown-,US
542rg6aaf6,12/30/2010,Q4,2.01E+13,1/11/2011,Q1,FEMALE,73,basic,0,en,seo,google,untracked,Web,Mac Desktop,Chrome,US
dtm684cpa4,12/30/2010,Q4,2.01E+13,1/3/2011,Q1,-unknown-,40,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
spqvdl3keg,12/31/2010,Q4,2.01E+13,12/31/2010,Q4,-unknown-,40,basic,2,en,seo,google,,Web,Other/Unknown,-unknown-,US
rg9mxogcfy,12/31/2010,Q4,2.01E+13,,Q1,FEMALE,30,facebook,2,en,sem-non-brand,vast,,Web,Other/Unknown,-unknown-,NDF
xt3rwu3n6k,12/31/2010,Q4,2.01E+13,1/4/2011,Q1,MALE,35,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
tl5k0afy3g,12/31/2010,Q4,2.01E+13,1/14/2011,Q1,-unknown-,40,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,US
oiuuond70u,12/31/2010,Q4,2.01E+13,,Q1,MALE,27,basic,6,en,direct,other,untracked,Web,Mac Desktop,Chrome,NDF
ypwybhv9g4,12/31/2010,Q4,2.01E+13,,Q1,MALE,51,facebook,2,en,content,google,linked,Web,Windows Desktop,Chrome,NDF
4e61i2owmm,12/31/2010,Q4,2.01E+13,,Q1,FEMALE,30,basic,2,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
0v7m43agqa,1/3/2011,Q1,2.01E+13,,Q1,-unknown-,40,basic,0,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
koqfi0n7da,1/1/2011,Q1,2.01E+13,1/21/2011,Q1,FEMALE,44,basic,6,en,direct,other,untracked,Web,Mac Desktop,Chrome,US
24qhoixbrn,1/1/2011,Q1,2.01E+13,3/9/2011,Q1,-unknown-,40,basic,3,en,direct,direct,linked,Web,Windows Desktop,Firefox,US
um2m1uz58x,1/1/2011,Q1,2.01E+13,,Q1,-unknown-,40,basic,0,en,sem-non-brand,vast,untracked,Web,Android Phone,-unknown-,NDF
ega470n7fw,1/1/2011,Q1,2.01E+13,1/1/2011,Q1,-unknown-,40,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,other
lwcmccomcd,1/1/2011,Q1,2.01E+13,,Q1,-unknown-,40,basic,2,en,content,google,omg,Web,Windows Desktop,Firefox,NDF
